Name,Handedness,Height,Weight,Avg,HR,Successful Player,BMI,BMI of Player,Height of Player,Weight of Player
Sam McDowell,L,77,190,0.154,2,2.154,22.5283,23,75,190
Rick Renick,R,72,188,0.221,20,20.221,25.4946,25,71,182
Jeff Torborg,R,72,195,0.214,8,8.214,26.4439,26,71,190
Dave Campbell,R,73,180,0.213,20,20.213,23.7455,24,71,174
Pat Kelly,L,73,185,0.264,76,76.264,24.4051,24,71,182
Al Weis,B,72,160,0.219,7,7.219,21.6975,22,71,158
Jerry Turner,L,69,180,0.257,45,45.257,26.5784,27,67,174
Rick Auerbach,R,72,165,0.22,9,9.22,22.3756,22,71,158
Keith Macwhorter,R,76,190,0,0,0,23.125,23,75,190
Don Wilson,R,74,195,0.146,1,1.146,25.0338,25,73,190
Jaime Cocanower,R,76,200,0,0,0,24.3421,24,75,198
Jeff Sellers,R,73,175,0,0,0,23.0859,23,71,174
Sandy Valdespino,L,68,170,0.23,7,7.23,25.8456,26,67,166
Steve Senteney,R,74,205,0,0,0,26.3176,26,73,198
Howard Bailey,R,72,195,0,0,0,26.4439,26,71,190
Jeff Bettendorf,R,75,180,0,0,0,22.496,22,73,174
Ken Phelps,L,73,209,0.239,123,123.239,27.5712,28,71,205
Cesar Cedeno,R,74,175,0.285,199,199.285,22.4662,22,73,174
Bob Davidson,R,72,185,0,0,0,25.0878,25,71,182
Phil Linz,R,73,180,0.235,11,11.235,23.7455,24,71,174
Manny Mota,R,70,160,0.304,31,31.304,22.9551,23,69,158
Brian Snyder,L,75,185,0,0,0,23.1209,23,73,182
Steve Renko,R,77,230,0.215,6,6.215,27.271,27,75,229
Rick Sofield,L,73,195,0.243,9,9.243,25.7243,26,71,190
Carlos Velazquez,R,71,180,0,0,0,25.1022,25,69,174
Roger Miller,R,75,200,0,0,0,24.9956,25,73,198
Doug DeCinces,R,74,190,0.259,237,237.259,24.3919,24,73,190
John Castino,R,71,175,0.278,41,41.278,24.4049,24,69,174
Dave May,L,70,186,0.251,96,96.251,26.6853,27,69,182
Ron Washington,R,71,155,0.261,20,20.261,21.6158,22,69,150
Billy Grabarkewitz,R,70,165,0.236,28,28.236,23.6724,24,69,158
Willie Aikens,L,75,220,0.271,110,110.271,27.4951,27,73,213
Earl Williams,R,75,215,0.247,138,138.247,26.8702,27,73,213
Willie Mueller,R,76,220,0,0,0,26.7763,27,75,213
John Flinn,R,72,175,0,0,0,23.7317,24,71,174
Don Hahn,R,73,180,0.236,7,7.236,23.7455,24,71,174
Todd Cruz,R,72,175,0.22,34,34.22,23.7317,24,71,174
Tom Egan,R,76,218,0.2,22,22.2,26.5329,27,75,213
Bob Heise,R,72,175,0.247,1,1.247,23.7317,24,71,174
Tommy Harper,R,69,165,0.257,146,146.257,24.3636,24,67,158
Joe Wallis,B,71,180,0.244,16,16.244,25.1022,25,69,174
Max Alvis,R,71,185,0.247,111,111.247,25.7994,26,69,182
Rico Carty,R,75,200,0.299,204,204.299,24.9956,25,73,198
Mike Cubbage,L,72,180,0.258,34,34.258,24.4097,24,71,174
Les Straker,R,73,193,0,0,0,25.4605,25,71,190
Merritt Ranew,L,71,170,0.247,8,8.247,23.7076,24,69,166
Lyman Bostock,L,73,180,0.311,23,23.311,23.7455,24,71,174
Damaso Garcia,R,73,165,0.283,36,36.283,21.7667,22,71,158
Don Kainer,R,75,205,0,0,0,25.6204,26,73,198
Don Gordon,R,73,175,0,0,0,23.0859,23,71,174
Roy Howell,L,73,190,0.261,80,80.261,25.0647,25,71,190
Boog Powell,L,76,230,0.266,339,339.266,27.9934,28,75,229
Sandy Wihtol,R,73,195,0,0,0,25.7243,26,71,190
Sonny Siebert,R,75,190,0.173,12,12.173,23.7458,24,73,190
Jeff Richardson,R,75,185,0,0,0,23.1209,23,73,182
Bobby Darwin,R,74,190,0.251,83,83.251,24.3919,24,73,190
Dennis DeBarr,L,74,190,0,0,0,24.3919,24,73,190
Dan Driessen,L,71,187,0.267,153,153.267,26.0784,26,69,182
Bruce Miller,R,73,185,0.246,1,1.246,24.4051,24,71,182
Bob Bailor,R,71,170,0.264,9,9.264,23.7076,24,69,166
Tommy Helms,R,70,165,0.269,34,34.269,23.6724,24,69,158
Tony Armas,R,71,182,0.252,251,251.252,25.3811,25,69,182
Willie Horton,R,71,209,0.273,325,325.273,29.1464,29,69,205
Lou Piniella,R,72,182,0.291,102,102.291,24.6809,25,71,182
Butch Hobson,R,73,193,0.248,98,98.248,25.4605,25,71,190
John Wathan,R,74,205,0.262,21,21.262,26.3176,26,73,198
Hal King,L,73,200,0.214,24,24.214,26.3839,26,71,198
Mike Krukow,R,77,205,0.193,5,5.193,24.3068,24,75,198
Andres Mora,R,72,180,0.223,27,27.223,24.4097,24,71,174
Barry Foote,R,75,205,0.23,57,57.23,25.6204,26,73,198
Ed Ott,L,70,190,0.259,33,33.259,27.2592,27,69,190
Alan Wiggins,B,74,160,0.259,5,5.259,20.5405,21,73,158
Ron Clark,R,70,175,0.189,5,5.189,25.1071,25,69,174
Jay Pettibone,R,76,182,0,0,0,22.1513,22,75,182
Glen Cook,R,71,180,0,0,0,25.1022,25,69,174
Julio Gotay,R,72,180,0.26,6,6.26,24.4097,24,71,174
Gary Alexander,R,74,195,0.23,55,55.23,25.0338,25,73,190
Andre Thornton,R,75,200,0.254,253,253.254,24.9956,25,73,198
Bob Oliver,R,75,205,0.256,94,94.256,25.6204,26,73,198
Bill Castro,R,71,170,0,0,0,23.7076,24,69,166
Ed Hodge,L,74,192,0,0,0,24.6486,25,73,190
Tom Buskey,R,75,200,0,0,0,24.9956,25,73,198
Bruce Taylor,R,72,178,0,0,0,24.1385,24,71,174
Stan Thomas,R,74,185,0,0,0,23.75,24,73,182
Bob Robertson,R,73,195,0.242,115,115.242,25.7243,26,71,190
Larry Monroe,R,76,200,0,0,0,24.3421,24,75,198
Roger Slagle,R,75,190,0,0,0,23.7458,24,73,190
Ollie Brown,R,74,178,0.265,102,102.265,22.8514,23,73,174
Jim Campbell,L,71,175,0,0,0,24.4049,24,69,174
Frank Quilici,R,73,170,0.214,5,5.214,22.4263,22,71,166
Curt Kaufman,R,74,175,0,0,0,22.4662,22,73,174
Joe Pepitone,L,74,185,0.258,219,219.258,23.75,24,73,182
Steve Barber,L,72,195,0.115,5,5.115,26.4439,26,71,190
De Wayne Vaughn,R,71,180,0,0,0,25.1022,25,69,174
Norm Miller,L,70,185,0.238,24,24.238,26.5418,27,69,182
Bob Galasso,L,73,205,0,0,0,27.0435,27,71,198
Rich Wortham,R,72,185,0,0,0,25.0878,25,71,182
Bob Chance,L,74,196,0.261,24,24.261,25.1622,25,73,190
Julio Cruz,B,69,165,0.237,23,23.237,24.3636,24,67,158
Bill Sample,R,69,175,0.272,46,46.272,25.8402,26,67,174
Juan Nieves,L,75,175,0,0,0,21.8711,22,73,174
Mike Bacsik,R,74,180,0,0,0,23.1081,23,73,174
Craig Kusick,R,75,210,0.235,46,46.235,26.2453,26,73,205
Rudy Meoli,L,69,165,0.212,2,2.212,24.3636,24,67,158
Ruppert Jones,L,70,170,0.25,147,147.25,24.3898,24,69,166
Glenn Hoffman,R,73,175,0.242,23,23.242,23.0859,23,71,174
Russ Gibson,R,73,195,0.228,8,8.228,25.7243,26,71,190
Phil Huffman,R,74,180,0,0,0,23.1081,23,73,174
Terry Francona,L,73,190,0.274,16,16.274,25.0647,25,71,190
John Bateman,R,75,210,0.23,81,81.23,26.2453,26,73,205
Luis Pujols,R,74,175,0.193,6,6.193,22.4662,22,73,174
Joe Gaines,R,73,190,0.241,21,21.241,25.0647,25,71,190
Doug Rader,R,74,208,0.251,155,155.251,26.7027,27,73,205
Mickey Stanley,R,73,185,0.248,117,117.248,24.4051,24,71,182
Steve Brown,R,77,200,0,0,0,23.7139,24,75,198
Rick Lysander,R,74,190,0,0,0,24.3919,24,73,190
Phil Bradley,R,72,185,0.286,78,78.286,25.0878,25,71,182
Winston Llenas,R,70,165,0.23,3,3.23,23.6724,24,69,158
Charlie Moore,R,71,180,0.261,36,36.261,25.1022,25,69,174
Ralph Garr,L,71,185,0.306,75,75.306,25.7994,26,69,182
Tommy John,R,75,180,0.157,5,5.157,22.496,22,73,174
Bruce Benedict,R,73,175,0.242,18,18.242,23.0859,23,71,174
John Ellis,R,74,225,0.262,69,69.262,28.8851,29,73,221
Wes Parker,B,73,180,0.267,64,64.267,23.7455,24,71,174
Mel Stottlemyre,R,72,190,0,0,0,25.7658,26,71,190
David Green,R,75,170,0.268,31,31.268,21.2462,21,73,166
Reid Nichols,R,71,165,0.266,22,22.266,23.0103,23,69,158
Rick Reichardt,R,75,210,0.261,116,116.261,26.2453,26,73,205
Luis Tiant,R,72,180,0.164,5,5.164,24.4097,24,71,174
Alex Sanchez,R,74,185,0,0,0,23.75,24,73,182
Broderick Perkins,L,70,180,0.271,8,8.271,25.8245,26,69,174
Leon Roberts,R,75,200,0.267,78,78.267,24.9956,25,73,198
Ray Burris,R,77,200,0.151,1,1.151,23.7139,24,75,198
Len Gabrielson,L,76,210,0.253,37,37.253,25.5592,26,75,205
Johnny Edwards,L,76,220,0.242,81,81.242,26.7763,27,75,213
Paul Wilmet,R,71,170,0,0,0,23.7076,24,69,166
Tom Grieve,R,74,190,0.249,65,65.249,24.3919,24,73,190
Bruce Ellingsen,L,72,180,0,0,0,24.4097,24,71,174
Bob Forsch,R,76,200,0.213,12,12.213,24.3421,24,75,198
Gorman Heimueller,L,76,195,0,0,0,23.7336,24,75,190
Danny Cater,R,72,170,0.276,66,66.276,23.0536,23,71,166
Bill Schroeder,R,74,200,0.24,61,61.24,25.6757,26,73,198
Clay Dalrymple,L,72,190,0.233,55,55.233,25.7658,26,71,190
Carlos May,L,71,200,0.274,90,90.274,27.8913,28,69,198
Reggie Smith,B,72,180,0.287,314,314.287,24.4097,24,71,174
Ron Reed,R,78,215,0.158,0,0.158,24.843,25,77,213
Fred Howard,R,75,190,0,0,0,23.7458,24,73,190
Davey Johnson,R,73,170,0.261,136,136.261,22.4263,22,71,166
Ellis Valentine,R,76,205,0.278,123,123.278,24.9507,25,75,198
Roy White,B,70,160,0.271,160,160.271,22.9551,23,69,158
Mike Brumley,L,70,195,0.229,5,5.229,27.9765,28,69,190
Al Luplow,L,70,175,0.235,33,33.235,25.1071,25,69,174
John Hoover,R,74,190,0,0,0,24.3919,24,73,190
Dick Allen,R,71,187,0.292,351,351.292,26.0784,26,69,182
Doug Ault,R,75,200,0.236,17,17.236,24.9956,25,73,198
Mark Wagner,R,72,165,0.243,3,3.243,22.3756,22,71,158
Mike Walters,R,77,203,0,0,0,24.0697,24,75,198
Willie Stargell,L,74,188,0.282,475,475.282,24.1351,24,73,182
Steve Carlton,L,76,210,0.201,13,13.201,25.5592,26,75,205
Jake Wood,R,73,163,0.25,35,35.25,21.5029,22,71,158
Del Unser,L,73,180,0.258,87,87.258,23.7455,24,71,174
Bob Brower,R,71,185,0.242,17,17.242,25.7994,26,69,182
Ray Culp,R,72,200,0.123,1,1.123,27.1219,27,71,198
Ivan Murrell,R,74,195,0.236,33,33.236,25.0338,25,73,190
Lee Mazzilli,B,73,180,0.259,93,93.259,23.7455,24,71,174
Garth Iorg,R,71,170,0.258,20,20.258,23.7076,24,69,166
Alan Ashby,B,74,185,0.245,90,90.245,23.75,24,73,182
Bob Brenly,R,74,210,0.247,91,91.247,26.9595,27,73,205
Ron Blomberg,L,73,195,0.293,52,52.293,25.7243,26,71,190
Jim Rooker,R,72,195,0.201,7,7.201,26.4439,26,71,190
Tim Blackwell,B,71,170,0.228,6,6.228,23.7076,24,69,166
Colby Ward,R,74,185,0,0,0,23.75,24,73,182
Jerry Morales,R,70,155,0.259,95,95.259,22.2378,22,69,150
Davey Lopes,R,69,170,0.263,155,155.263,25.1019,25,67,166
Catfish Hunter,R,72,190,0.226,6,6.226,25.7658,26,71,190
Mario Soto,R,72,174,0.132,1,1.132,23.5961,24,71,174
Jimmy Wynn,R,70,160,0.25,291,291.25,22.9551,23,69,158
Hank Allen,R,72,190,0.241,6,6.241,25.7658,26,71,190
Jim Fregosi,R,73,190,0.265,151,151.265,25.0647,25,71,190
Pepe Frias,R,70,159,0.24,1,1.24,22.8116,23,69,158
Mike Schmidt,R,74,195,0.267,548,548.267,25.0338,25,73,190
Willie Montanez,L,72,170,0.275,139,139.275,23.0536,23,71,166
Rey Quinones,R,71,160,0.243,29,29.243,22.313,22,69,158
Mike Squires,L,71,185,0.26,6,6.26,25.7994,26,69,182
Champ Summers,L,74,205,0.255,54,54.255,26.3176,26,73,198
